OrderID,ShipCity,ShipRegion,ShipAddress,CustomerID,ShipName,Employee.Address,Employee.HomePhone,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipPostalCode,ShipCountry,Employee.LastName,Employee.FirstName,Employee.Title,Employee.TitleOfCourtesy,Employee.BirthDate,Employee.HireDate,Employee.City,Employee.Region,Employee.PostalCode,Employee.Country,Employee.Extension,Employee.Notes,Employee.ReportsTo,Employee.PhotoPath,Index,EmployeeID1,EmployeeID2,EmployeeID3,Year of OrderDate,Month of OrderDate,Day of OrderDate,Hour of OrderDate,Minute of OrderDate,Second of OrderDate
10479,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,722 Moss Bay Blvd.,/206. 555-3412,19-03-1997 00:00,16-04-1997 00:00,21-03-1997 00:00,3,708.95,87110,usa,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,126,3,3,3,,,,,,
10564,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,4110 Old Redmond Rd.,/206. 555-8122,10-06-1997 00:00,08-07-1997 00:00,16-06-1997 00:00,3,13.75,87110,usa,peacock,margaret,sales representative,Mrs.,19-09-1937 00:00,03-05-1993 00:00,Redmond,WA,98052,USA,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,http://accweb/emmployees/peacock.bmp,127,4,4,4,,,,,,
10569,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,14 Garrett Hill,/71. 555-4848,16-06-1997 00:00,14-07-1997 00:00,11-07-1997 00:00,1,58.98,87110,usa,buchanan,steven,sales manager,Mr.,04-03-1955 00:00,17-10-1993 00:00,London,,SW1 8JR,UK,3453,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree in 1976.  Upon joining the company as a sales representative in 1992, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London.  He was promoted to sales manager in March 1993.  Mr. Buchanan has completed the courses ""Successful Telemarketing"" and ""International Sales Management.""  He is fluent in French.",2,http://accweb/emmployees/buchanan.bmp,128,5,5,5,,,,,,
10761,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,14 Garrett Hill,/71. 555-4848,02-12-1997 00:00,30-12-1997 00:00,08-12-1997 00:00,2,18.66,87110,usa,buchanan,steven,sales manager,Mr.,04-03-1955 00:00,17-10-1993 00:00,London,,SW1 8JR,UK,3453,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree in 1976.  Upon joining the company as a sales representative in 1992, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London.  He was promoted to sales manager in March 1993.  Mr. Buchanan has completed the courses ""Successful Telemarketing"" and ""International Sales Management.""  He is fluent in French.",2,http://accweb/emmployees/buchanan.bmp,129,5,5,5,,,,,,
10820,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,722 Moss Bay Blvd.,/206. 555-3412,07-01-1998 00:00,04-02-1998 00:00,13-01-1998 00:00,2,37.52,87110,usa,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,130,3,3,3,,,,,,
10988,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,722 Moss Bay Blvd.,/206. 555-3412,31-03-1998 00:00,28-04-1998 00:00,10-04-1998 00:00,2,61.14,87110,usa,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,131,3,3,3,,,,,,
11000,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,908 W. Capital Way,/206. 555-9482,06-04-1998 00:00,04-05-1998 00:00,14-04-1998 00:00,3,55.12,87110,usa,fuller,andrew,"vice president, sales",Dr.,19-02-1952 00:00,14-08-1992 00:00,Tacoma,WA,98401,USA,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,http://accweb/emmployees/fuller.bmp,132,2,2,2,,,,,,
10262,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,4726 - 11th Ave. N.E.,/206. 555-1189,22-07-1996 00:00,19-08-1996 00:00,25-07-1996 00:00,3,48.29,87110,usa,callahan,laura,inside sales coordinator,Ms.,09-01-1958 00:00,05-03-1994 00:00,Seattle,WA,98105,USA,2344,Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.,2,http://accweb/emmployees/davolio.bmp,133,8,8,8,,,,,,
10272,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,"Coventry House
Miner Rd.",/71. 555-7773,02-08-1996 00:00,30-08-1996 00:00,06-08-1996 00:00,2,98.03,87110,usa,suyama,michael,sales representative,Mr.,02-07-1963 00:00,17-10-1993 00:00,London,,EC2 7JR,UK,428,"Michael is a graduate of Sussex University (MA, economics, 1983) and the University of California at Los Angeles (MBA, marketing, 1986).  He has also taken the courses ""Multi-Cultural Selling"" and ""Time Management for the Sales Professional.""  He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",5,http://accweb/emmployees/davolio.bmp,134,6,6,6,,,,,,
10314,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,"507 - 20th Ave. E.
Apt. 2A",/206. 555-9857,25-09-1996 00:00,23-10-1996 00:00,04-10-1996 00:00,2,74.16,87110,usa,davolio,nancy,sales representative,Ms.,08-12-1948 00:00,01-05-1992 00:00,Seattle,WA,98122,USA,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,http://accweb/emmployees/davolio.bmp,135,1,1,1,,,,,,
10316,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,"507 - 20th Ave. E.
Apt. 2A",/206. 555-9857,27-09-1996 00:00,25-10-1996 00:00,08-10-1996 00:00,3,150.15,87110,usa,davolio,nancy,sales representative,Ms.,08-12-1948 00:00,01-05-1992 00:00,Seattle,WA,98122,USA,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,http://accweb/emmployees/davolio.bmp,136,1,1,1,,,,,,
10401,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,"507 - 20th Ave. E.
Apt. 2A",/206. 555-9857,01-01-1997 00:00,29-01-1997 00:00,10-01-1997 00:00,1,12.51,87110,usa,davolio,nancy,sales representative,Ms.,08-12-1948 00:00,01-05-1992 00:00,Seattle,WA,98122,USA,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,http://accweb/emmployees/davolio.bmp,137,1,1,1,,,,,,
10598,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,"507 - 20th Ave. E.
Apt. 2A",/206. 555-9857,14-07-1997 00:00,11-08-1997 00:00,18-07-1997 00:00,3,44.42,87110,usa,davolio,nancy,sales representative,Ms.,08-12-1948 00:00,01-05-1992 00:00,Seattle,WA,98122,USA,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,http://accweb/emmployees/davolio.bmp,138,1,1,1,,,,,,
10852,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,4726 - 11th Ave. N.E.,/206. 555-1189,26-01-1998 00:00,09-02-1998 00:00,30-01-1998 00:00,1,174.05,87110,usa,callahan,laura,inside sales coordinator,Ms.,09-01-1958 00:00,05-03-1994 00:00,Seattle,WA,98105,USA,2344,Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.,2,http://accweb/emmployees/davolio.bmp,139,8,8,8,,,,,,
10889,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,7 Houndstooth Rd.,/71. 555-4444,16-02-1998 00:00,16-03-1998 00:00,23-02-1998 00:00,3,280.61,87110,usa,dodsworth,anne,sales representative,Ms.,27-01-1966 00:00,15-11-1994 00:00,London,,WG2 7LT,UK,452,Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.,5,http://accweb/emmployees/davolio.bmp,140,9,9,9,,,,,,
11077,Albuquerque,NM,2817 Milton Dr.,RATTC,Rattlesnake Canyon Grocery,"507 - 20th Ave. E.
Apt. 2A",/206. 555-9857,06-05-1998 00:00,03-06-1998 00:00,,2,8.53,87110,usa,davolio,nancy,sales representative,Ms.,08-12-1948 00:00,01-05-1992 00:00,Seattle,WA,98122,USA,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,http://accweb/emmployees/davolio.bmp,141,1,1,1,,,,,,
10405,I. de Margarita,Nueva Esparta,Ave. 5 de Mayo Porlamar,LINOD,LINO-Delicateses,"507 - 20th Ave. E.
Apt. 2A",/206. 555-9857,06-01-1997 00:00,03-02-1997 00:00,22-01-1997 00:00,1,34.82,4980,venezuela,davolio,nancy,sales representative,Ms.,08-12-1948 00:00,01-05-1992 00:00,Seattle,WA,98122,USA,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,http://accweb/emmployees/davolio.bmp,142,1,1,1,,,,,,
10485,I. de Margarita,Nueva Esparta,Ave. 5 de Mayo Porlamar,LINOD,LINO-Delicateses,4110 Old Redmond Rd.,/206. 555-8122,25-03-1997 00:00,08-04-1997 00:00,31-03-1997 00:00,2,64.45,4980,venezuela,peacock,margaret,sales representative,Mrs.,19-09-1937 00:00,03-05-1993 00:00,Redmond,WA,98052,USA,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,http://accweb/emmployees/peacock.bmp,143,4,4,4,,,,,,
10638,I. de Margarita,Nueva Esparta,Ave. 5 de Mayo Porlamar,LINOD,LINO-Delicateses,722 Moss Bay Blvd.,/206. 555-3412,20-08-1997 00:00,17-09-1997 00:00,01-09-1997 00:00,1,158.44,4980,venezuela,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,144,3,3,3,,,,,,
10697,I. de Margarita,Nueva Esparta,Ave. 5 de Mayo Porlamar,LINOD,LINO-Delicateses,722 Moss Bay Blvd.,/206. 555-3412,08-10-1997 00:00,05-11-1997 00:00,14-10-1997 00:00,1,45.52,4980,venezuela,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,145,3,3,3,,,,,,
10838,I. de Margarita,Nueva Esparta,Ave. 5 de Mayo Porlamar,LINOD,LINO-Delicateses,722 Moss Bay Blvd.,/206. 555-3412,19-01-1998 00:00,16-02-1998 00:00,23-01-1998 00:00,3,59.28,4980,venezuela,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,146,3,3,3,,,,,,
10840,I. de Margarita,Nueva Esparta,Ave. 5 de Mayo Porlamar,LINOD,LINO-Delicateses,4110 Old Redmond Rd.,/206. 555-8122,19-01-1998 00:00,02-03-1998 00:00,16-02-1998 00:00,2,2.71,4980,venezuela,peacock,margaret,sales representative,Mrs.,19-09-1937 00:00,03-05-1993 00:00,Redmond,WA,98052,USA,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,http://accweb/emmployees/peacock.bmp,147,4,4,4,,,,,,
11039,I. de Margarita,Nueva Esparta,Ave. 5 de Mayo Porlamar,LINOD,LINO-Delicateses,"507 - 20th Ave. E.
Apt. 2A",/206. 555-9857,21-04-1998 00:00,19-05-1998 00:00,,2,65,4980,venezuela,davolio,nancy,sales representative,Ms.,08-12-1948 00:00,01-05-1992 00:00,Seattle,WA,98122,USA,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,http://accweb/emmployees/davolio.bmp,148,1,1,1,,,,,,
10729,I. de Margarita,Nueva Esparta,Ave. 5 de Mayo Porlamar,LINOD,LINO-Delicateses,4726 - 11th Ave. N.E.,/206. 555-1189,04-11-1997 00:00,16-12-1997 00:00,14-11-1997 00:00,3,141.06,4980,venezuela,callahan,laura,inside sales coordinator,Ms.,09-01-1958 00:00,05-03-1994 00:00,Seattle,WA,98105,USA,2344,Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.,2,http://accweb/emmployees/davolio.bmp,149,8,8,8,,,,,,
10811,I. de Margarita,Nueva Esparta,Ave. 5 de Mayo Porlamar,LINOD,LINO-Delicateses,4726 - 11th Ave. N.E.,/206. 555-1189,02-01-1998 00:00,30-01-1998 00:00,08-01-1998 00:00,1,31.22,4980,venezuela,callahan,laura,inside sales coordinator,Ms.,09-01-1958 00:00,05-03-1994 00:00,Seattle,WA,98105,USA,2344,Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.,2,http://accweb/emmployees/davolio.bmp,150,8,8,8,,,,,,
10919,I. de Margarita,Nueva Esparta,Ave. 5 de Mayo Porlamar,LINOD,LINO-Delicateses,908 W. Capital Way,/206. 555-9482,02-03-1998 00:00,30-03-1998 00:00,04-03-1998 00:00,2,19.8,4980,venezuela,fuller,andrew,"vice president, sales",Dr.,19-02-1952 00:00,14-08-1992 00:00,Tacoma,WA,98401,USA,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,http://accweb/emmployees/fuller.bmp,151,2,2,2,,,,,,
10954,I. de Margarita,Nueva Esparta,Ave. 5 de Mayo Porlamar,LINOD,LINO-Delicateses,14 Garrett Hill,/71. 555-4848,17-03-1998 00:00,28-04-1998 00:00,20-03-1998 00:00,1,27.91,4980,venezuela,buchanan,steven,sales manager,Mr.,04-03-1955 00:00,17-10-1993 00:00,London,,SW1 8JR,UK,3453,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree in 1976.  Upon joining the company as a sales representative in 1992, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London.  He was promoted to sales manager in March 1993.  Mr. Buchanan has completed the courses ""Successful Telemarketing"" and ""International Sales Management.""  He is fluent in French.",2,http://accweb/emmployees/buchanan.bmp,152,5,5,5,,,,,,
11014,I. de Margarita,Nueva Esparta,Ave. 5 de Mayo Porlamar,LINOD,LINO-Delicateses,908 W. Capital Way,/206. 555-9482,10-04-1998 00:00,08-05-1998 00:00,15-04-1998 00:00,3,23.6,4980,venezuela,fuller,andrew,"vice president, sales",Dr.,19-02-1952 00:00,14-08-1992 00:00,Tacoma,WA,98401,USA,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,http://accweb/emmployees/fuller.bmp,153,2,2,2,,,,,,
10307,Portland,OR,89 Chiaroscuro Rd.,LONEP,Lonesome Pine Restaurant,908 W. Capital Way,/206. 555-9482,17-09-1996 00:00,15-10-1996 00:00,25-09-1996 00:00,2,0.56,97219,usa,fuller,andrew,"vice president, sales",Dr.,19-02-1952 00:00,14-08-1992 00:00,Tacoma,WA,98401,USA,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,http://accweb/emmployees/fuller.bmp,154,2,2,2,,,,,,
10375,Elgin,OR,City Center Plaza 516 Main St.,HUNGC,Hungry Coyote Import Store,722 Moss Bay Blvd.,/206. 555-3412,06-12-1996 00:00,03-01-1997 00:00,09-12-1996 00:00,2,20.12,97827,usa,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,155,3,3,3,,,,,,
10415,Elgin,OR,City Center Plaza 516 Main St.,HUNGC,Hungry Coyote Import Store,722 Moss Bay Blvd.,/206. 555-3412,15-01-1997 00:00,12-02-1997 00:00,24-01-1997 00:00,1,0.2,97827,usa,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,156,3,3,3,,,,,,
10544,Portland,OR,89 Chiaroscuro Rd.,LONEP,Lonesome Pine Restaurant,4110 Old Redmond Rd.,/206. 555-8122,21-05-1997 00:00,18-06-1997 00:00,30-05-1997 00:00,1,24.91,97219,usa,peacock,margaret,sales representative,Mrs.,19-09-1937 00:00,03-05-1993 00:00,Redmond,WA,98052,USA,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,http://accweb/emmployees/peacock.bmp,157,4,4,4,,,,,,
10600,Elgin,OR,City Center Plaza 516 Main St.,HUNGC,Hungry Coyote Import Store,4110 Old Redmond Rd.,/206. 555-8122,16-07-1997 00:00,13-08-1997 00:00,21-07-1997 00:00,1,45.13,97827,usa,peacock,margaret,sales representative,Mrs.,19-09-1937 00:00,03-05-1993 00:00,Redmond,WA,98052,USA,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,http://accweb/emmployees/peacock.bmp,158,4,4,4,,,,,,
10617,Eugene,OR,2732 Baker Blvd.,GREAL,Great Lakes Food Market,4110 Old Redmond Rd.,/206. 555-8122,31-07-1997 00:00,28-08-1997 00:00,04-08-1997 00:00,2,18.53,97403,usa,peacock,margaret,sales representative,Mrs.,19-09-1937 00:00,03-05-1993 00:00,Redmond,WA,98052,USA,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,http://accweb/emmployees/peacock.bmp,159,4,4,4,,,,,,
10662,Portland,OR,89 Chiaroscuro Rd.,LONEP,Lonesome Pine Restaurant,722 Moss Bay Blvd.,/206. 555-3412,09-09-1997 00:00,07-10-1997 00:00,18-09-1997 00:00,2,1.28,97219,usa,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,160,3,3,3,,,,,,
10681,Eugene,OR,2732 Baker Blvd.,GREAL,Great Lakes Food Market,722 Moss Bay Blvd.,/206. 555-3412,25-09-1997 00:00,23-10-1997 00:00,30-09-1997 00:00,3,76.13,97403,usa,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,161,3,3,3,,,,,,
10805,Portland,OR,89 Jefferson Way Suite 2,THEBI,The Big Cheese,908 W. Capital Way,/206. 555-9482,30-12-1997 00:00,27-01-1998 00:00,09-01-1998 00:00,3,237.34,97201,usa,fuller,andrew,"vice president, sales",Dr.,19-02-1952 00:00,14-08-1992 00:00,Tacoma,WA,98401,USA,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,http://accweb/emmployees/fuller.bmp,162,2,2,2,,,,,,
10816,Eugene,OR,2732 Baker Blvd.,GREAL,Great Lakes Food Market,4110 Old Redmond Rd.,/206. 555-8122,06-01-1998 00:00,03-02-1998 00:00,04-02-1998 00:00,2,719.78,97403,usa,peacock,margaret,sales representative,Mrs.,19-09-1937 00:00,03-05-1993 00:00,Redmond,WA,98052,USA,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,http://accweb/emmployees/peacock.bmp,163,4,4,4,,,,,,
10936,Eugene,OR,2732 Baker Blvd.,GREAL,Great Lakes Food Market,722 Moss Bay Blvd.,/206. 555-3412,09-03-1998 00:00,06-04-1998 00:00,18-03-1998 00:00,2,33.68,97403,usa,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,164,3,3,3,,,,,,
11006,Eugene,OR,2732 Baker Blvd.,GREAL,Great Lakes Food Market,722 Moss Bay Blvd.,/206. 555-3412,07-04-1998 00:00,05-05-1998 00:00,15-04-1998 00:00,2,25.19,97403,usa,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,165,3,3,3,,,,,,
11018,Portland,OR,89 Chiaroscuro Rd.,LONEP,Lonesome Pine Restaurant,4110 Old Redmond Rd.,/206. 555-8122,13-04-1998 00:00,11-05-1998 00:00,16-04-1998 00:00,2,11.65,97219,usa,peacock,margaret,sales representative,Mrs.,19-09-1937 00:00,03-05-1993 00:00,Redmond,WA,98052,USA,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,http://accweb/emmployees/peacock.bmp,166,4,4,4,,,,,,
11040,Eugene,OR,2732 Baker Blvd.,GREAL,Great Lakes Food Market,4110 Old Redmond Rd.,/206. 555-8122,22-04-1998 00:00,20-05-1998 00:00,,3,18.84,97403,usa,peacock,margaret,sales representative,Mrs.,19-09-1937 00:00,03-05-1993 00:00,Redmond,WA,98052,USA,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,http://accweb/emmployees/peacock.bmp,167,4,4,4,,,,,,
11061,Eugene,OR,2732 Baker Blvd.,GREAL,Great Lakes Food Market,4110 Old Redmond Rd.,/206. 555-8122,30-04-1998 00:00,11-06-1998 00:00,,3,14.01,97403,usa,peacock,margaret,sales representative,Mrs.,19-09-1937 00:00,03-05-1993 00:00,Redmond,WA,98052,USA,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,http://accweb/emmployees/peacock.bmp,168,4,4,4,,,,,,
10310,Portland,OR,89 Jefferson Way Suite 2,THEBI,The Big Cheese,4726 - 11th Ave. N.E.,/206. 555-1189,20-09-1996 00:00,18-10-1996 00:00,27-09-1996 00:00,2,17.52,97201,usa,callahan,laura,inside sales coordinator,Ms.,09-01-1958 00:00,05-03-1994 00:00,Seattle,WA,98105,USA,2344,Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.,2,http://accweb/emmployees/davolio.bmp,169,8,8,8,,,,,,
10317,Portland,OR,89 Chiaroscuro Rd.,LONEP,Lonesome Pine Restaurant,"Coventry House
Miner Rd.",/71. 555-7773,30-09-1996 00:00,28-10-1996 00:00,10-10-1996 00:00,1,12.69,97219,usa,suyama,michael,sales representative,Mr.,02-07-1963 00:00,17-10-1993 00:00,London,,EC2 7JR,UK,428,"Michael is a graduate of Sussex University (MA, economics, 1983) and the University of California at Los Angeles (MBA, marketing, 1986).  He has also taken the courses ""Multi-Cultural Selling"" and ""Time Management for the Sales Professional.""  He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",5,http://accweb/emmployees/davolio.bmp,170,6,6,6,,,,,,
10394,Elgin,OR,City Center Plaza 516 Main St.,HUNGC,Hungry Coyote Import Store,"507 - 20th Ave. E.
Apt. 2A",/206. 555-9857,25-12-1996 00:00,22-01-1997 00:00,03-01-1997 00:00,3,30.34,97827,usa,davolio,nancy,sales representative,Ms.,08-12-1948 00:00,01-05-1992 00:00,Seattle,WA,98122,USA,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,http://accweb/emmployees/davolio.bmp,171,1,1,1,,,,,,
10528,Eugene,OR,2732 Baker Blvd.,GREAL,Great Lakes Food Market,"Coventry House
Miner Rd.",/71. 555-7773,06-05-1997 00:00,20-05-1997 00:00,09-05-1997 00:00,2,3.35,97403,usa,suyama,michael,sales representative,Mr.,02-07-1963 00:00,17-10-1993 00:00,London,,EC2 7JR,UK,428,"Michael is a graduate of Sussex University (MA, economics, 1983) and the University of California at Los Angeles (MBA, marketing, 1986).  He has also taken the courses ""Multi-Cultural Selling"" and ""Time Management for the Sales Professional.""  He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",5,http://accweb/emmployees/davolio.bmp,172,6,6,6,,,,,,
